呋塞米注射液,★呋塞米注射液,速尿注射液,★注射用呋塞米,★速尿注射液,呋塞米注射液,注射用呋塞米,速尿,速尿注射液(输完白蛋白后立即）,★呋塞米注射,速尿注射液10mg/H,★呋塞米注射液（15：00）,5★呋塞米注射液,速尿注射,速尿注射液（2ml/h）,98速尿注射液,速尿针,★呋塞米注射液（输蛋白后30分）,\★呋塞米注射液,呋塞米注射液（输血后30分钟）,速尿注射液(滴完白旦白1小时后给）,★呋塞米注射液（白蛋白液末）,★呋塞米注液,速尿注射液(输完白蛋白后0.5h),注射液呋塞米,速尿注射液(输液完),,,,,,,,,,,,
呋塞米片,★呋塞米片,速尿片,★速尿片,呋塞米片,速尿片(双日）,速尿片(单日),速尿片（双日）,速尿片      （单日）,速尿片(双日),速尿片（单日）,★呋塞米片（周二、周五）,速尿片       （双日）,速尿片(单),速尿片 (单日),速尿片（单摆）,★呋塞米片（双日),速尿片(单摆）,速尿片(下午）,停速尿片,"速尿片(2,5)",20★速尿片,,,,,,,,,,,,,,,,
托拉塞米注射液,注射用托拉塞米(南京海辰),托拉塞米注射液(南京优科),托拉塞米注射液(浙诚意),托拉塞米注射液,特苏尼注射液,托拉塞米注射液(南京新港),注射用托拉塞米,特苏尼注射液(特批),托拉塞米注射液（浙诚意）,注射用托拉塞米（南京海辰）,托拉塞米注射液（特批）,特苏尼注射液(特批）,托拉塞米注射液(南京海辰),托拉塞米注射液（南京优科）,注射用托拉塞米(南京优科),托拉塞米注射液(特批),特苏尼注射液（特批）,托拉塞米（南京优科）,注射液托拉塞米,托拉塞米注射液(特批）,注射用托拉塞米（南京还辰）,拖拉塞米注射液,,,,,,,,,,,,,,,
托拉塞米片,托拉塞米片,托拉塞米胶囊,托拉塞米,伊迈格片,托拉噻米片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布美他尼注射,★布美他尼注射液,布美他尼注射液,利了注射液,利了,0布美他尼注射液,★布美他尼注射,1布美他尼注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
布美他尼片,布美他尼片,利了片,布美他尼胶囊,布美他尼片（单日）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
胺碘酮,盐酸胺碘酮注射液,盐酸胺碘酮片(杭州赛诺菲),可达龙注射液,可达龙片,盐酸胺碘酮片,盐酸胺碘酮胶囊,盐酸乙胺碘酮注射液,盐酸胺碘酮片(渝科瑞),盐酸乙胺碘酮片,盐酸乙胺碘酮,胺碘酮血药浓度测定,胺碘酮,胺碘酮注射液,胺碘酮片,盐酸胺碘酮片（单日）, 盐酸胺碘酮注射液,"盐酸胺碘酮片(1,2,3,5,7)", 可达龙注射液,]盐酸胺碘酮注射液,盐酸胺碘酮片(自备）,,,,,,,,,,,,,,,,,
v2受体拮抗剂,托伐普坦,托伐普坦片,托伐普坦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
噻嗪类,氢氯噻嗪,★氢氯噻嗪片,氢氯噻嗪片,双氢克尿噻,★氢氯噻嗪片(双日),氢氯噻嗪片(双日）,★氢氯噻嗪片(单日）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
噻嗪类,吲达帕胺片,寿比山片,★吲达帕胺片(京康蒂尼),寿比山,吲达帕胺片(京康蒂尼),吲达帕胺片,★吲达帕胺片,寿比山片（单）,寿比山片(单）,★吲达帕胺片(京康蒂尼)(单日）,寿比山片(单日）,寿比山片（双）,吲达帕胺片(京康蒂尼)(双日）,寿比山片(双）,★吲达帕胺片(天津力生),吲达帕胺,寿比山片(周一、四）,,,,,,,,,,,,,,,,,,,,
噻嗪类,吲达帕胺缓释片,★吲达帕胺缓释片(施维雅-FR),吲达帕胺缓释片(施维雅-FR),纳催离片,吲达帕胺缓释片,★吲达帕胺缓释片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
保钾利尿剂,氨苯蝶啶,氨苯蝶啶片,★氨苯蝶啶片,氨苯蝶啶片（双）,氨苯蝶啶片(自备）,氨苯蝶啶片（双日）,氨苯蝶啶片(双),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,培哚普利,培哚普利片(施维雅-FR),雅施达片,培哚普利片,培哚普利,雅施达,雅施达片(自备）,雅施达片（自备）,培朵普利,培朵普利片,培哚普利片（自备）,培垛普利片,雅施达片  (自备),培哚普利叔丁胺片,,,,,,,,,,,,,,,,,,,,,,,
ACEI,培哚普利吲达帕胺,培哚普利吲达帕胺片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,卡托普利,卡托普利片,卡托普利片(沪施贵宝),卡托普利片(晋亚宝),卡托普利片(京亚宝),开博通片,卡托普利片(沪施贵宝20片),卡托普利,卡托普利片(沪10贵宝),卡托普利缓释片,开博通,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,福辛普利,福辛普利钠片(沪施贵宝),蒙诺片,福辛普利钠片,福辛普利片,蒙诺片(自备),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,贝那普利,洛汀新片,盐酸贝那普利片,洛汀新,"洛汀新片(6:00,22:00)",贝那普利片,贝那普利,苯那普利片,苯那普利,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,依那普利,马来酸依那普利片,马来酸依那普利叶酸片,怡那林片,马来酸依那普利片(杭州默沙东),马来酸依那普利片(晋亚宝),马来酸依那普利片(沪现代),悦宁定,怡那林,悦宁定片,马来酸依那普利胶囊,马来酸依那普利片(苏常州),马来酸依那普利,停马来酸依那普利片,马来酸依那普利胶囊(自备）,悦宁定(自备）,悦宁定（自备）,依那普利片,依那普利胶囊,依那普利,伊那普利,,,,,,,,,,,,,,,,
ACEI,雷米普利,瑞泰片,雷米普利片(赫司特-DE),雷米普利片,瑞泰,雷米普利,瑞泰(自备),瑞泰片(自备),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI,咪达普利,盐酸咪达普利片(津田边),咪达普利片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,厄贝沙坦,厄贝沙坦片(赛诺菲-FR),安博维片,厄贝沙坦片,厄贝沙坦胶囊,伊泰青胶囊,厄贝沙坦,安博维片（特批）,安博维片（批药）,安博维片(特批）,安博维片(批药）,安博维,厄贝沙坦分散片,安博维片(特批),安博维片(睡前),,,,,,,,,,,,,,,,,,,,,,
ARB,厄贝沙坦氢氯噻嗪,★厄贝沙坦氢氯噻嗪片(杭州赛诺菲),厄贝沙坦氢氯噻嗪片(杭州赛诺菲),安博诺片,★厄贝沙坦氢氯噻嗪片(南京正大),厄贝沙坦氢氯噻嗪片,厄贝沙坦氢氯噻嗪片(南京正大),厄贝沙坦/氢氯噻嗪,★厄贝沙坦氢氯噻嗪胶囊,★厄贝沙坦氢氯噻嗪片,厄贝沙坦氢氯噻嗪分散片,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,氯沙坦钾,氯沙坦钾片(杭州默沙东),科素亚片,氯沙坦钾片,科素亚片(自备）,科素亚片(15:00),氯沙坦钾胶囊,科素亚片(自备),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,氯沙坦钾氢氯噻嗪,★氯沙坦钾氢氯噻嗪片,海捷亚片,氯沙坦钾氢氯噻嗪片,氯沙坦钾氢氯噻嗪,海捷亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,缬沙坦,缬沙坦胶囊(京诺华),代文胶囊,缬沙坦分散片,缬沙坦胶囊(珠海天大),缬沙坦胶囊,托平胶囊,代文,缬沙坦片,代文胶囊（饭前）,代文胶囊(批药）,代文（自备）,代文胶囊(单日),颉沙坦分散片,,,,,,,,,,,,,,,,,,,,,,,
ARB,缬沙坦氢氯噻嗪,缬沙坦氢氯噻嗪片,缬沙坦氢氯噻嗪,缬沙坦氢氯噻嗪分散片,缬沙坦钾氢氯噻嗪片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,缬沙坦氨氯地平,缬沙坦氨氯地平片(I),缬沙坦氨氯地平片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,沙库巴曲缬沙坦,沙库巴曲缬沙坦钠片,沙库巴曲缬沙坦钠,沙库巴曲缬沙坦片,沙库巴曲缬沙坦,沙库曲巴缬沙坦片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,奥美沙坦酯,奥美沙坦酯片,奥美沙坦酯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,替米沙坦,替米沙坦片,替米沙坦,替米沙坦胶囊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARB,坎地沙坦,坎地沙坦酯片,坎地沙坦酯胶囊,坎地沙坦西酯片,必洛斯片,坎地沙坦酯分散片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,酒石酸美托洛尔片,★酒石酸美托洛尔片,倍他乐克片,酒石酸美托洛尔片,倍他乐克,酒石酸美托洛尔,★酒石酸美托洛尔片(自),停★酒石酸美托洛尔片,★酒石酸美托洛尔片（自）,倍他乐克片  4片,★酒石酸美托洛尔片（11：00）,★酒石酸美托洛尔片（08：00）,倍他乐克片(自备）,倍他乐克片（自备）,美托洛尔片,美托洛尔,,,,,,,,,,,,,,,,,,,,,
beta-blocker,酒石酸美托洛尔注射,酒石酸美托洛尔注射液(鲁抗辰欣),★酒石酸美托洛尔注射液(鲁抗辰欣),★酒石酸美托洛尔注射液(白云山天心),酒石酸美托洛尔注射液(白云山天心),酒石酸美托洛尔注射液,美托洛尔注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,琥珀酸美托洛尔,★琥珀酸美托洛尔缓释片,琥珀酸美托洛尔缓释片,琥珀酸美托洛尔,琥珀酸美托洛尔片,★琥珀酸美托洛尔片,美托洛尔缓释片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,艾司洛尔,★盐酸艾司洛尔注射液(齐鲁),盐酸艾司洛尔注射液,盐酸艾司洛尔注射液(齐鲁),盐酸艾司洛尔,艾司洛尔,注射用艾司洛尔,0★盐酸艾司洛尔注射液(齐鲁),7★盐酸艾司洛尔注射液(齐鲁),\★盐酸艾司洛尔注射液(齐鲁),,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,比索洛尔,★富马酸比索洛尔片(默克-DE),★富马酸比索洛尔片(京四环生物),富马酸比索洛尔片(默克-DE),比索洛尔片,博苏片,康忻片,富马酸比索洛尔片,富马酸比索洛尔片(京四环生物),富马酸比索洛尔,★富马酸比索洛尔片,富马酸比索洛尔片（康欣）,富马酸比索洛尔片（默克-DE）,博苏,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,卡维地洛,★卡维地洛片(齐鲁),达利全片,金络片,卡维地洛片(沪罗氏),卡维地洛片(齐鲁),卡维地洛片,★卡维地洛片(沪罗氏),卡维地洛,枢衡片,★卡维地洛片,★卡维地洛片(京巨能),达利全片（特批）,达利全片(特批),卡维地洛片(沪罗氏)(特批),达利全片(自),金络（自备）,达利全片(8:00),卡维地洛（自备）,达利全片(20:00),卡维地洛片(齐鲁)(一、三、五）,卡维地洛片(沪罗氏)（批药）,卡维地洛片(沪罗氏)（特批）,卡维地洛片(齐鲁)(周一、三、五）,金络片（自备）,卡维地洛片（特批）(沪罗氏),卡维地洛片（自）,卡维地洛(自备),,,,,,,,,
beta-blocker,阿替洛尔片,氨酰心安片,阿替洛尔片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,阿替洛尔注射,阿替洛尔注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,阿罗洛尔,盐酸阿罗洛尔片,阿尔马尔片,阿尔马尔,盐酸阿罗洛尔,盐酸阿罗洛尔片（自备）,阿罗洛尔片,阿尔马尔 （自摆 ）,阿尔马尔(自摆）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,普萘洛尔,★盐酸普萘洛尔片,心得安片,★心得安片,★普萘洛尔片,普萘洛尔片,盐酸普萘洛尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta-blocker,拉贝洛尔,盐酸拉贝洛尔片,★盐酸拉贝洛尔片,盐酸拉贝洛尔,盐酸拉贝洛尔片（自备）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醛固酮受体拮抗剂,螺内酯,★螺内酯片,安体舒通片,★安体舒通片,螺内酯片,安体舒通,安体舒通片（单日）,安体舒通片（双日）,螺内酯,安体舒通片（周一）,安体舒通片(双日）,安体舒通片(双日),安体舒通片(单日）,安体舒通片 (单日),安体舒通片(单）,安体舒通片             1/日,★安体舒通片（双日）,安体舒通片(周三）,螺内酯片(双日）,螺内酯片(双日),螺内酯片(单日）,安体舒通片(单日),安体舒通片（单摆）,,,,,,,,,,,,,,
强心药,地高辛,地高辛片,狄戈辛片,地高辛片(单日）,地高辛片(单日),地高辛片（双日）,地高辛片(双日),地高辛,地高辛片(双日）,地高辛片（单日）,地高辛片(单）,地高辛片（单）,地高辛片（双）,地高辛片(自备）,地高辛片                    单日,地高辛片                    双日,地高辛片（双),地高辛片(双）,地高辛片                   单日,地高辛片(双),地高辛片                  双日,地高辛片(双),地高辛片（双),,,,,,,,,,,,,,
强心药,西地兰,西地兰注射液,去乙酰毛花苷注射液,西地兰,毒毛花苷K注射液,去乙酰毛花苷,0.2西地兰注射液, 去乙酰毛花苷注射液,去已酰毛花苷注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,
强心药,米力农,乳酸米力农注射液,米力农注射液,鲁南力康片,鲁南力康,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
强心药,左西孟旦,左西孟旦注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
强心药,多巴胺,盐酸多巴胺注射液,多巴胺注射液,多巴胺,多巴胺注射液（加入多巴胺液体中）,多巴胺注射液(微量泵输入）,多巴胺注射液(微量泵),多巴胺注射液12ml/h,多巴胺注射液10mg,多巴胺注射液 200mg,9多巴胺注射液,多巴胺注射液(23:30),`多巴胺注射液,3盐酸多巴胺注射液,盐酸多巴胺注射,5多巴胺注射液, 多巴胺注射液,多巴胺注射液（微量泵输入）,多巴胺注射液(21:00),,,,,,,,,,,,,,,,,,
强心药,多巴酚丁胺,盐酸多巴酚丁胺注射液,多巴酚丁胺注射液,多巴酚丁胺, 盐酸多巴酚丁胺注射液,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,硝酸甘油注射,硝酸甘油注射液,硝酸甘油, 硝酸甘油注射液,硝酸甘油注射液(入液）,硝酸甘油注射液      入液,b硝酸甘油注射液,硝酸甘油注射液(微量泵入0.5ML/小时),将硝酸甘油加至2.4mg/h,硝酸甘油注射液　（加入上液体）,3硝酸甘油注射液,硝酸甘油注射液(20-30ug/分）,硝酸甘油注射液       入液,.硝酸甘油注射液,硝酸甘油注射液（入液）,硝酸甘油注射液（带入）,,,,,,,,,,,,,,,,,,,,,
扩血管药,硝酸甘油片/雾/贴,硝酸甘油片,硝酸甘油贴剂,硝酸甘油膜,硝酸甘油片(48),硝酸甘油贴剂(鄂健民随州),硝酸甘油贴片,硝酸甘油片(24),硝酸甘油喷雾剂,长效硝酸甘油片,硝酸甘油口服控释片,硝酸甘油气雾剂,硝酸甘油贴膜(珠海许瓦兹),复方硝酸甘油片,硝酸甘油贴膜,硝酸甘油片(单摆),0硝酸甘油片,速效硝酸甘油片,5硝酸甘油片,25硝酸甘油膜,速效硝酸甘油,硝酸甘油膜(7:00),硝酸甘油膜(21:00),硝酸油片,,,,,,,,,,,,,
扩血管药,单硝酸异山梨酯缓释片,单硝酸异山梨酯缓释片(鲁南),单硝酸异山梨酯缓释片(苏阿斯利康),鲁南欣康片,鲁南欣康,单硝酸异山梨酯缓释片,欣康缓释片,长效异乐定胶囊,依姆多缓释片,单硝酸异山梨酯缓释胶囊,平福粉针,异乐定片,异乐定缓释胶囊,异乐定,5-单硝酸异山梨酯缓释片,瑞德明缓释片,欣康缓释片(自备),长效异乐定胶囊（特批）,单硝酸异山梨酯缓释胶囊（IV）,长效异乐定胶囊(特批),单硝酸异山梨酯缓释片(伊姆多）,依姆多,鲁南欣康片(自）,异乐定片(早，午 ),异乐定(自备),单硝酸异山梨酯缓释片(鲁南,异乐定片( 自备）,依姆多（自）,单硝酸异山梨酯片缓释片(鲁南）,单硝酸异山梨酯缓释片(苏阿斯利康)（特批）,单硝酸异山梨酯缓释片(鲁南贝特),30单硝酸异山梨酯缓释片(苏阿斯利康),单硝酸异山梨酯缓释片(苏阿斯利康)(自备),异乐定片（自备）,单硝酸异山梨酯缓释胶囊(特批),单硝酸异山梨脂缓释胶囊,异乐定（自备）
扩血管药,单硝酸异山梨酯片,欣康片,丽珠欣乐片,欣康片剂,单硝酸异山梨酯片(鲁南贝特),单硝酸异山梨酯片,单硝酸异山梨酯片(珠海丽珠),丽珠欣乐,单硝酸异山梨酯胶囊,欣康,单硝酸异山梨酯片(鲁南),单硝酸异山梨酯分散片,单硝酸异山梨酯片(圣多纳-NL),单硝酸异山梨酯片(珠海）,单硝酸异山梨酯片（欣康）,丽珠欣乐(自备）,欣康片(自备),单硝酸异山梨酯片（鲁南）,,,,,,,,,,,,,,,,,,,
扩血管药,单硝酸异山梨酯注射,单硝酸异山梨酯注射液,注射用单硝酸异山梨酯,鲁南欣康注射液,鲁南欣康注射掖,注射用单硝酸异山梨酯(山东瑞阳),舒亚注射液,鲁南欣康注射液 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,硝酸异山梨酯注射,硝酸异山梨酯注射液(齐鲁),硝酸异山梨酯注射液(珠海许瓦兹),爱倍注射液,异舒吉注射液,硝酸异山梨酯注射液,异舒吉,硝酸异山梨酯注射液(沪第一生化),爱倍,硝酸异山梨酯注射液     ,爱倍注射,异舒吉注射液(特批,硝酸异山梨酯注射液(珠海许瓦兹)(特批),0硝酸异山梨酯注射液(珠海许瓦兹),硝酸异山梨酯注射液（珠海许瓦兹）,硝酸异山梨酯注射液(珠海许瓦兹)静脉泵入,3硝酸异山梨酯注射液(齐鲁), 硝酸异山梨酯注射液,硝酸异山梨酯注射液(爱倍),异舒吉注射液（特批）,硝酸异山梨酯注射液(珠海许瓦兹)（特批）,消心痛注射液,,,,,,,,,,,,,,,
扩血管药,硝酸异山梨酯片,消心痛片,硝酸异山梨酯片,消心痛,硝酸异山梨醇酯片,消心痛(进口),消心痛片 （ 进口 ）,消心痛（进口）,消心痛（自备）,硝酸异山梨酯片(自备),消心痛片(胃管注入),消心痛片   21片,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,硝酸异山梨酯缓释片,异舒吉缓释片,长效消心痛,长效消心痛片,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,乌拉地尔注射,乌拉地尔注射液,盐酸乌拉地尔注射液(百克顿-DE),利喜定注射液,亚宁定注射液,压宁定注射液,盐酸乌拉地尔注射液,压宁定,盐酸乌拉地尔注射液(百克顿-DE)(亚宁定）,压宁定注射夜,3亚宁定注射液,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,乌拉地尔胶囊,压宁定缓释胶囊,盐酸乌拉地尔胶囊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,硝普钠,硝普钠,硝普钠注射液,注射用硝普钠, 硝普钠,硝普钠(21:00),硝普钠(05:00),`硝普钠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
扩血管药,酚妥拉明,甲磺酸酚妥拉明注射液,注射用甲磺酸酚妥拉明,酚妥拉明,注射用酚妥拉明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗生素,头孢,培南,沙星,西林,霉素,康唑,唑胺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
