beta受体拮抗剂,美托洛尔,倍他乐克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,比索洛尔,康忻,诺释,苏莱乐,博苏,洛雅,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,卡维地洛,达利全,金络,妥尔,枢衡,凯络,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,塞利洛尔,苏亚,得来恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,艾司洛尔,艾洛,欣络平,欣洛平,奥一心,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,拉贝洛尔,欣宇森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,阿罗洛尔,阿尔马尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,阿替洛尔,天诺敏,万马,氨酰心安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,普萘洛尔,海力欣,心得安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,倍他洛尔,卡尔伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,尼群洛尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,吲哚洛尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beta受体拮抗剂,索他洛尔,伟特,元齐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,螺内酯,使尔通,安体舒通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,依普利酮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,吲达帕胺,纳催离,百普乐,悦南珊,圣畅,伊特安,纳斯力妥,立舒平,安泰达,寿比山,平至,,,,,,,,,,,,,,,,,,,,,,
利尿剂,阿米洛利,必达疏,武都力,安利亚,蒙达清,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,托拉塞米,溢奈,特苏敏,丽芝,泽通,丽泉,伊迈格,特苏尼,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,呋塞米,阿西亚,福洛必,速尿针,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,布美他尼,抒彤,畅泽,利了,百畅,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,氨苯蝶啶,降压0号,鹤灵,诺释,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,美托拉宗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利尿剂,氢氯噻嗪,降压0号,双氢克尿噻,安博诺,海捷亚,安维乐,依双,兰普,欣宝维乐,安内喜,喜善,依伦平,欣索卡,福坦,金缬克,奈迪亚,久保克,安利博,佳择,鲁明,美嘉素,复欣,依思汀,诺释,,,,,,,,,
利尿剂,托伐普坦,苏麦卡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARNI,沙库巴曲缬沙坦,诺欣妥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,氯沙坦,科素亚,缓宁,海捷亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,厄贝沙坦,安博维,普利宁,吉加,依伦平,格平,伊达力,依康宁,若朋,伊泰青,科苏,安来,安利博,苏适,欣平,安博诺,,,,,,,,,,,,,,,,,
ACEI/ARB,奥美沙坦,傲坦,兰沙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,缬沙坦,倍博特,代文,怡方,托平,达乐,福坦,佳择,复欣,金缬克,缬克,平欣,仁康,佳菲,穗悦,,,,,,,,,,,,,,,,,,
ACEI/ARB,替米沙坦,美嘉素,康楚,立文,亚邦恒贝,平克亚欣,洛格乐,沙泰齐,至信风,雅屏,苏和,欧美宁,欣益尔,沙汀宁,欧美宁,提愈,舒尼亚,倍迪宁,诺金平,邦坦,锐坦,恒雪素,舒尼亚,赛卡,天易,尚尔宁,,,,,,,
ACEI/ARB,坎地沙坦,必洛斯,迪之雅,悉君宁,伲利安,搏力高,奥必欣,维尔亚,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,卡托普利,开博通,开富特,开富林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,依那普利,悦宁定,福天乐,久保克,怡那林,勤可息,柏纳力,伊苏,丹梦,依叶,依苏,埃利雅,必利那,新亚力普・,,,,,,,,,,,,,,,,,,,
ACEI/ARB,贝那普利,洛汀新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,培哚普利,施雅达,百普乐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,福辛普利,蒙诺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,西拉普利,一平苏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,赖诺普利,捷赐瑞,帝益洛,金捷妥,益迈欧,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,雷米普利,瑞素坦,瑞泰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,喹那普利,益恒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACEI/ARB,咪达普利,达爽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗凝药物,利伐沙班,拜瑞妥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗凝药物,华法林,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗凝药物,阿哌沙班,阿派沙班,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗凝药物,肝素,康瑞保,亿喏佳,瑞乐平,二叶诺,速碧林,齐征,活多史,苏可诺,赛络喜平,康瑞保,博璞青,南岛,凯瑞,万脉舒,诺易平,吉派林,海普天,立迈青,法安明,尤尼舒,稀保 HIBOR,希弗全,赛博利,克赛,速碧林,,,,,,,
抗凝药物,达比加群,泰毕全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,双嘧达莫,天吉,恒宜,升达,阿司潘,凯乐迪,赛同,普奇澳,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,氯吡格雷,波立维,泰嘉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,阿司匹林,阿斯匹林,拜阿司匹灵,拜阿司匹林,乙酰水杨酸,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,普拉格雷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,西洛他唑,赛活灵,培达,斯特里普,邦平,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗血小板,替格瑞洛,倍林达,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,普伐他汀,普拉固,美百乐镇,富利他之,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,阿托伐他汀,立普妥,多达一,尤佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,辛伐他汀,舒降之,葆至能,幸露,忆辛,京必舒新,辛可,征之,旨泰,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,氟伐他汀,来适可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,依折麦布,益适纯,葆至能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,瑞舒伐他汀,托妥,舒夫坦,瑞旨,可定,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,非诺贝特,力平之,冠之柠,利必非,天安堂,双海,利降止,太韦络,祺抒,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,苯扎贝特,史达平,阿贝他?,益之特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
调脂类药物,洛伐他汀,海立片,艾乐汀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,地尔硫卓,艾克朗,恬尔新,合心爽,恬尔心,芊克,合贝爽,普生欣康,地尔硫?,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,维拉帕米,盖衡,奥地迈尔,异博定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,尼卡地平,佩尔,欣舒力达,丹颐,卡舒泰,贝尔平,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,拉西地平,乐息平,司乐平,切乐平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,尼莫地平,尼膜同,易夫林,尼立苏,迈特令,恩通,济立,北青,心圣双安,抒孚,尼达尔,布瑞喜,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,氨氯地平,络活喜,宁立平,欣他,伏络清,普罗新希,欣洛平,兰迪,麦利平,施慧达,力斯得,卡舒泰,平能,压氏达,亚斯克平,施美力健,可苹,力斯得?,安内真,平能,,,,,,,,,,,,,
钙通道阻滞剂,非洛地平,波依定,联环笑定,康宝得维,康宝得维,可立平,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,硝苯地平,伲福达,贝奇灵,圣通平,爱地清,纳欣同,南岛,欣然,欣美平,利焕,心痛定,拜新同,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,尼群地平,舒麦特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,阿折地平,贝琪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,非洛地平,联环尔定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,苄普地尔,开克,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,贝尼地平,元治,可力洛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,西尼地平,致欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,尼索地平,欣雪平,吉尼乐尔,欣诺金,蒂益欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,
钙通道阻滞剂,乐卡地平,再宁平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,尼可地尔,喜格迈,瑞科喜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,硝酸甘油,鲁平,保欣宁,耐较咛,益欣保,乙欣安,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,单硝酸异山梨酯,欣康,舒亚,硝酸异山梨酯,消心痛,异舒吉,佳伊可,爱倍,异乐定,平福,保欣宁,伊索曼,德瑞宁,瑞立喜,欣泰,依姆多,千新,司悦,格芬达,丹佐,科尔乐,易舒达,伊迈清,艾泰舒,卫昕平,再佳,达芬舒吉,畅欣达,奥帝亚,延诺信,艾司莫,瑞德明,硝酸异山梨酯
血管扩张剂,硝普钠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,双硝酸异山梨酯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,乌拉地尔,亚宁定,利喜定,劳麦纳,罗浩,亚利敌,裕优定,康列平,捷平,捷通,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,奈西立肽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管扩张剂,重组人脑利钠肽,新活素,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,地高辛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,左西孟旦,海合天欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,西地兰,毛花苷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,毒毛花苷K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,多巴胺,阿斯克丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,多巴酚丁胺,滨纷,奥万源,康利托,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,米力农,伊克维,鲁南力康,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
正性肌力药物,氨力农,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管收缩药,去甲肾上腺素,利舒安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
血管收缩药,肾上腺素,必兰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,奎尼丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,普鲁卡因胺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,普罗帕酮,心律平,悦复隆,长乐,寿堂,天平,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,胺碘酮,可达龙,鲁平,南岛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,多非利特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,伊伐布雷定,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,决奈达隆,迈达龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,丙吡胺,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,苯妥英钠,大仑丁,邯康,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,美西律,寿堂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,索他洛尔,施太可,喜安林,伟特,元齐,伊缓,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,美托洛尔,倍他乐克,均青,舒梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,比索洛尔,康忻,诺释,苏莱乐,博苏,洛雅,济迪,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,卡维地洛,达利全,金络,妥尔,枢衡,凯络,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,塞利洛尔,苏亚,得来恩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,艾司洛尔,欣络平,欣洛平,奥一心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,拉贝洛尔,欣宇森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,阿罗洛尔,阿尔马尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,阿替洛尔,天诺敏,万马,氨酰心安,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,普萘洛尔,海力欣,心得安,迪尔康欣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,倍他洛尔,卡尔伦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,尼群洛尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,吲哚洛尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
抗心律失常药,索他洛尔,伟特,元齐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醛固酮受体拮抗剂,螺内酯,使尔通,安体舒通,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
醛固酮受体拮抗剂,依普利酮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,哌唑嗪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,特拉唑嗪,高特灵,马沙尼,派速,悦克,罗迪尔,均益,可派,欧得曼,美沥畅,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,多沙唑嗪,可多华,多喜欣,伊舒通,必亚欣,仲维,东港天乐,络欣平,,,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,酚妥拉明,普丁阳,双益,赫立可,和欣,至力,安挺,利其丁,启伟,,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,酚苄明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alpha受体阻滞剂,拉贝洛尔,欣宇森,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
曲美他嗪,曲美他嗪,泽维尔,根克通,万爽力,任脉宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,
